feature_gene,uniprot_id,tier,source,has_esm2_embedding
CXCL1,P09341,1,HGNC_symbol,True
CXCL10,P02778,1,HGNC_symbol,True
CXCL11,O14625,1,HGNC_symbol,False
CXCL12,P48061,1,HGNC_symbol,False
CXCL13,O43927,1,HGNC_symbol,False
CXCL14,O95715,1,HGNC_symbol,True
CXCL16,Q9H2A7,1,HGNC_symbol,True
CXCL17,Q6UXB2,1,HGNC_symbol,False
CXCL2,P19875,1,HGNC_symbol,True
CXCL3,P19876,1,HGNC_symbol,False
CXCL5,P42830,1,HGNC_symbol,True
CXCL6,P80162,1,HGNC_symbol,False
CXCL8,P10145,1,HGNC_symbol,False
CXCL9,Q07325,1,HGNC_symbol,True
CXCR1,P25024,1,HGNC_symbol,False
CXCR2,P25025,1,HGNC_symbol,False
CXCR2P1,,0,unmapped,False
CXCR3,P49682,1,HGNC_symbol,False
CXCR4,P61073,1,HGNC_symbol,False
CXCR5,P32302,1,HGNC_symbol,True
CXCR6,O00574,1,HGNC_symbol,False
CXXC1,Q9P0U4,1,HGNC_symbol,False
CXXC11,285093,5,STRING_alias,False
CXXC4,Q9H2H0,1,HGNC_symbol,False
CXXC5,Q7LFL8,1,HGNC_symbol,False
CXorf21,80231,5,STRING_alias,False
CXorf22,286464,5,STRING_alias,False
CXorf23,256643,5,STRING_alias,False
CXorf24,,0,unmapped,False
CXorf31,,0,unmapped,False
CXorf38,Q8TB03,1,HGNC_symbol,False
CXorf40A,5Y7D,5,STRING_alias,False
CXorf40B,541578,5,STRING_alias,False
CXorf49,A8MYA2,1,HGNC_symbol,False
CXorf49B,100130361,5,STRING_alias,False
CXorf51A,A0A1B0GTR3,1,HGNC_symbol,False
CXorf51B,P0DPH9,1,HGNC_symbol,True
CXorf56,63932,5,STRING_alias,False
CXorf57,55086,5,STRING_alias,False
CXorf58,Q96LI9,1,HGNC_symbol,True
CXorf65,A6NEN9,1,HGNC_symbol,False
CXorf66,Q5JRM2,1,HGNC_symbol,True
CYB561,P49447,1,HGNC_symbol,False
CYB561A3,Q8NBI2,1,HGNC_symbol,False
CYB561D1,Q8N8Q1,1,HGNC_symbol,True
CYB561D2,O14569,1,HGNC_symbol,True
CYB5A,P00167,1,HGNC_symbol,True
CYB5B,O43169,1,HGNC_symbol,True
CYB5D1,Q6P9G0,1,HGNC_symbol,False
CYB5D2,Q8WUJ1,1,HGNC_symbol,False
CYB5R1,Q9UHQ9,1,HGNC_symbol,True
CYB5R2,Q6BCY4,1,HGNC_symbol,False
CYB5R3,P00387,1,HGNC_symbol,False
CYB5R4,Q7L1T6,1,HGNC_symbol,False
CYB5RL,Q6IPT4,1,HGNC_symbol,True
CYBA,P13498,1,HGNC_symbol,True
CYBB,P04839,1,HGNC_symbol,False
CYBC1,Q9BQA9,1,HGNC_symbol,True
CYBRD1,Q53TN4,1,HGNC_symbol,True
CYC1,P08574,1,HGNC_symbol,True
CYCS,P99999,1,HGNC_symbol,False
CYCSP34,,0,unmapped,False
CYCSP45,,0,unmapped,False
CYCSP55,,0,unmapped,False
CYFIP1,Q7L576,1,HGNC_symbol,False
CYFIP2,Q96F07,1,HGNC_symbol,False
CYGB,Q8WWM9,1,HGNC_symbol,False
CYHR1,50626,5,STRING_alias,False
CYLC1,P35663,1,HGNC_symbol,False
CYLC2,Q14093,1,HGNC_symbol,False
CYLD,Q9NQC7,1,HGNC_symbol,False
CYP11A1,P05108,1,HGNC_symbol,False
CYP11B1,P15538,1,HGNC_symbol,False
CYP11B2,P19099,1,HGNC_symbol,False
CYP17A1,P05093,1,HGNC_symbol,False
CYP19A1,P11511,1,HGNC_symbol,True
CYP1A1,P04798,1,HGNC_symbol,False
CYP1A2,P05177,1,HGNC_symbol,True
CYP1B1,Q16678,1,HGNC_symbol,True
CYP1B1-AS1,,0,unmapped,False
CYP20A1,Q6UW02,1,HGNC_symbol,True
CYP21A1P,,0,unmapped,False
CYP21A2,P08686,1,HGNC_symbol,True
CYP24A1,Q07973,1,HGNC_symbol,True
CYP26A1,O43174,1,HGNC_symbol,False
CYP26B1,Q9NR63,1,HGNC_symbol,True
CYP26C1,Q6V0L0,1,HGNC_symbol,False
CYP27A1,Q02318,1,HGNC_symbol,True
CYP27B1,O15528,1,HGNC_symbol,True
CYP27C1,Q4G0S4,1,HGNC_symbol,False
CYP2A13,Q16696,1,HGNC_symbol,True
CYP2A6,P11509,1,HGNC_symbol,True
CYP2A7,P20853,1,HGNC_symbol,False
CYP2B6,P20813,1,HGNC_symbol,True
CYP2B7P,,0,unmapped,False
CYP2C18,P33260,1,HGNC_symbol,False
CYP2C19,P33261,1,HGNC_symbol,False
CYP2C8,P10632,1,HGNC_symbol,True
CYP2C9,P11712,1,HGNC_symbol,True
CYP2D6,P10635,1,HGNC_symbol,False
CYP2D7,A0A087X1C5,1,HGNC_symbol,True
CYP2D7P,,0,unmapped,False
CYP2D8P,,0,unmapped,False
CYP2E1,P05181,1,HGNC_symbol,True
CYP2F1,P24903,1,HGNC_symbol,False
CYP2F2P,,0,unmapped,False
CYP2J2,P51589,1,HGNC_symbol,True
CYP2R1,Q6VVX0,1,HGNC_symbol,False
CYP2S1,Q96SQ9,1,HGNC_symbol,True
CYP2T2P,,0,unmapped,False
CYP2U1,Q7Z449,1,HGNC_symbol,False
CYP2W1,Q8TAV3,1,HGNC_symbol,True
CYP39A1,Q9NYL5,1,HGNC_symbol,True
CYP3A4,P08684,1,HGNC_symbol,True
CYP3A43,Q9HB55,1,HGNC_symbol,False
CYP3A5,P20815,1,HGNC_symbol,False
CYP3A7,P24462,1,HGNC_symbol,False
CYP46A1,Q9Y6A2,1,HGNC_symbol,False
CYP4A11,Q02928,1,HGNC_symbol,False
CYP4A22,Q5TCH4,1,HGNC_symbol,False
CYP4A22-AS1,,0,unmapped,False
CYP4B1,P13584,1,HGNC_symbol,True
CYP4F10P,,0,unmapped,False
CYP4F11,Q9HBI6,1,HGNC_symbol,False
CYP4F12,Q9HCS2,1,HGNC_symbol,False
CYP4F2,P78329,1,HGNC_symbol,False
CYP4F22,Q6NT55,1,HGNC_symbol,False
CYP4F26P,,0,unmapped,False
CYP4F29P,,0,unmapped,False
CYP4F3,Q08477,1,HGNC_symbol,False
CYP4F35P,,0,unmapped,False
CYP4F8,P98187,1,HGNC_symbol,True
CYP4V2,Q6ZWL3,1,HGNC_symbol,True
CYP4X1,Q8N118,1,HGNC_symbol,False
CYP4Z1,Q86W10,1,HGNC_symbol,True
CYP51A1,Q16850,1,HGNC_symbol,False
CYP51A1P1,,0,unmapped,False
CYP51A1P2,,0,unmapped,False
CYP7A1,P22680,1,HGNC_symbol,False
CYP7B1,O75881,1,HGNC_symbol,False
CYP8B1,Q9UNU6,1,HGNC_symbol,True
CYR61,3491,5,STRING_alias,False
CYREN,Q9BWK5,1,HGNC_symbol,True
CYRIA,Q9H0Q0,1,HGNC_symbol,True
CYRIB,Q9NUQ9,1,HGNC_symbol,False
CYS1,Q717R9,1,HGNC_symbol,False
CYSLTR1,Q9Y271,1,HGNC_symbol,False
CYSLTR2,Q9NS75,1,HGNC_symbol,True
CYSRT1,A8MQ03,1,HGNC_symbol,True
CYSTM1,Q9H1C7,1,HGNC_symbol,True
CYTH1,Q15438,1,HGNC_symbol,False
CYTH2,Q99418,1,HGNC_symbol,False
CYTH3,O43739,1,HGNC_symbol,False
CYTH4,Q9UIA0,1,HGNC_symbol,False
CYTIP,O60759,1,HGNC_symbol,False
CYTL1,Q9NRR1,1,HGNC_symbol,False
CYYR1,Q96J86,1,HGNC_symbol,False
CZIB,Q9NWV4,1,HGNC_symbol,False
D2HGDH,Q8N465,1,HGNC_symbol,True
DAAM1,Q9Y4D1,1,HGNC_symbol,False
DAAM2,Q86T65,1,HGNC_symbol,False
DAB1,O75553,1,HGNC_symbol,False
DAB2,P98082,1,HGNC_symbol,True
DAB2IP,Q5VWQ8,1,HGNC_symbol,False
DACH1,Q9UI36,1,HGNC_symbol,True
DACH2,Q96NX9,1,HGNC_symbol,False
DACT1,Q9NYF0,1,HGNC_symbol,True
DACT2,Q5SW24,1,HGNC_symbol,True
DACT3,Q96B18,1,HGNC_symbol,False
DAD1,P61803,1,HGNC_symbol,False
DAG1,Q14118,1,HGNC_symbol,False
DAGLA,Q9Y4D2,1,HGNC_symbol,False
DAGLB,Q8NCG7,1,HGNC_symbol,False
DAK,2.7.1.28,5,STRING_alias,False
DALRD3,Q5D0E6,1,HGNC_symbol,True
DANCR,P0C864,1,HGNC_symbol,True
DAND5,Q8N907,1,HGNC_symbol,False
DAO,P14920,1,HGNC_symbol,False
DAOA,P59103,1,HGNC_symbol,False
DAP,P51397,1,HGNC_symbol,False
DAP3,P51398,1,HGNC_symbol,False
DAP3P2,,0,unmapped,False
DAPK1,P53355,1,HGNC_symbol,False
DAPK2,Q9UIK4,1,HGNC_symbol,True
DAPK3,O43293,1,HGNC_symbol,True
DAPL1,A0PJW8,1,HGNC_symbol,False
DAPP1,Q9UN19,1,HGNC_symbol,False
DARC,2532,5,STRING_alias,False
DARS,1615,5,STRING_alias,False
DARS1,P14868,1,HGNC_symbol,True
DARS2,Q6PI48,1,HGNC_symbol,False
DAW1,Q8N136,1,HGNC_symbol,False
DAXX,Q9UER7,1,HGNC_symbol,False
DAZ1,Q9NQZ3,1,HGNC_symbol,False
DAZ2,Q13117,1,HGNC_symbol,True
DAZ3,Q9NR90,1,HGNC_symbol,False
DAZ4,Q86SG3,1,HGNC_symbol,False
DAZAP1,Q96EP5,1,HGNC_symbol,True
DAZAP2,Q15038,1,HGNC_symbol,False
DAZAP2P1,,0,unmapped,False
DAZL,Q92904,1,HGNC_symbol,True
DBF4,Q9UBU7,1,HGNC_symbol,True
DBF4B,Q8NFT6,1,HGNC_symbol,True
DBF4P1,,0,unmapped,False
DBH,P09172,1,HGNC_symbol,False
DBH-AS1,,0,unmapped,False
DBI,P07108,1,HGNC_symbol,True
DBIL5P,,0,unmapped,False
DBN1,Q16643,1,HGNC_symbol,False
DBNDD1,Q9H9R9,1,HGNC_symbol,False
DBNDD2,Q9BQY9,1,HGNC_symbol,True
DBNL,Q9UJU6,1,HGNC_symbol,False
DBP,Q10586,1,HGNC_symbol,False
DBR1,Q9UK59,1,HGNC_symbol,False
DBT,P11182,1,HGNC_symbol,True
DBX1,A6NMT0,1,HGNC_symbol,False
DBX2,Q6ZNG2,1,HGNC_symbol,True
DCAF1,Q9Y4B6,1,HGNC_symbol,False
DCAF10,Q5QP82,1,HGNC_symbol,False
DCAF11,Q8TEB1,1,HGNC_symbol,True
DCAF12,Q5T6F0,1,HGNC_symbol,False
DCAF12L1,Q5VU92,1,HGNC_symbol,True
DCAF12L2,Q5VW00,1,HGNC_symbol,False
DCAF13,Q9NV06,1,HGNC_symbol,True
DCAF13P1,,0,unmapped,False
DCAF13P3,,0,unmapped,False
DCAF15,Q66K64,1,HGNC_symbol,False
DCAF16,Q9NXF7,1,HGNC_symbol,False
DCAF17,Q5H9S7,1,HGNC_symbol,False
DCAF4,Q8WV16,1,HGNC_symbol,False
DCAF4L1,Q3SXM0,1,HGNC_symbol,True
DCAF4L2,Q8NA75,1,HGNC_symbol,False
DCAF5,Q96JK2,1,HGNC_symbol,True
DCAF6,Q58WW2,1,HGNC_symbol,True
DCAF7,P61962,1,HGNC_symbol,False
DCAF8,Q5TAQ9,1,HGNC_symbol,True
DCAF8L1,A6NGE4,1,HGNC_symbol,True
DCAF8L2,P0C7V8,1,HGNC_symbol,False
DCAKD,Q8WVC6,1,HGNC_symbol,False
DCANP1,Q8TF63,1,HGNC_symbol,True
DCBLD1,Q8N8Z6,1,HGNC_symbol,True
DCBLD2,Q96PD2,1,HGNC_symbol,False
DCC,P43146,1,HGNC_symbol,False
DCD,P81605,1,HGNC_symbol,False
DCDC1,M0R2J8,1,HGNC_symbol,False
DCDC2,Q9UHG0,1,HGNC_symbol,False
DCDC2B,A2VCK2,1,HGNC_symbol,True
DCDC2C,A8MYV0,1,HGNC_symbol,False
DCHS1,Q96JQ0,1,HGNC_symbol,False
DCHS2,Q6V1P9,1,HGNC_symbol,False
DCK,P27707,1,HGNC_symbol,True
DCLK1,O15075,1,HGNC_symbol,True
DCLK2,Q8N568,1,HGNC_symbol,False
DCLK3,Q9C098,1,HGNC_symbol,False
DCLRE1A,Q6PJP8,1,HGNC_symbol,False
DCLRE1B,Q9H816,1,HGNC_symbol,False
DCLRE1C,Q96SD1,1,HGNC_symbol,True
DCLRE1CP1,,0,unmapped,False
DCN,P07585,1,HGNC_symbol,True
DCP1A,Q9NPI6,1,HGNC_symbol,True
DCP1B,Q8IZD4,1,HGNC_symbol,True
DCP2,Q8IU60,1,HGNC_symbol,True
DCPS,Q96C86,1,HGNC_symbol,True
DCST1,Q5T197,1,HGNC_symbol,False
DCST2,Q5T1A1,1,HGNC_symbol,False
DCSTAMP,Q9H295,1,HGNC_symbol,False
DCT,P40126,1,HGNC_symbol,True
DCTD,P32321,1,HGNC_symbol,True
DCTN1,Q14203,1,HGNC_symbol,False
DCTN2,Q13561,1,HGNC_symbol,False
DCTN3,O75935,1,HGNC_symbol,False
DCTN4,Q9UJW0,1,HGNC_symbol,True
DCTN5,Q9BTE1,1,HGNC_symbol,False
DCTN6,O00399,1,HGNC_symbol,False
DCTPP1,Q9H773,1,HGNC_symbol,True
DCUN1D1,Q96GG9,1,HGNC_symbol,False
DCUN1D2,Q6PH85,1,HGNC_symbol,True
DCUN1D3,Q8IWE4,1,HGNC_symbol,True
DCUN1D4,Q92564,1,HGNC_symbol,False
DCUN1D5,Q9BTE7,1,HGNC_symbol,False
DCX,O43602,1,HGNC_symbol,False
DCXR,Q7Z4W1,1,HGNC_symbol,False
DDA1,Q9BW61,1,HGNC_symbol,True
DDAH1,O94760,1,HGNC_symbol,False
DDAH2,O95865,1,HGNC_symbol,False
DDB1,Q16531,1,HGNC_symbol,False
DDB2,Q92466,1,HGNC_symbol,False
DDC,P20711,1,HGNC_symbol,False
DDC8,,0,unmapped,False
DDHD1,Q8NEL9,1,HGNC_symbol,False
DDHD2,O94830,1,HGNC_symbol,False
DDI1,Q8WTU0,1,HGNC_symbol,False
DDI2,Q5TDH0,1,HGNC_symbol,False
DDIAS,Q8IXT1,1,HGNC_symbol,True
DDIT3,P35638,1,HGNC_symbol,False
DDIT4,Q9NX09,1,HGNC_symbol,False
DDIT4L,Q96D03,1,HGNC_symbol,False
DDN,O94850,1,HGNC_symbol,True
DDO,Q99489,1,HGNC_symbol,False
DDOST,P39656,1,HGNC_symbol,True
DDR1,Q08345,1,HGNC_symbol,True
DDR2,Q16832,1,HGNC_symbol,False
DDRGK1,Q96HY6,1,HGNC_symbol,False
DDT,P30046,1,HGNC_symbol,False
DDTL,A6NHG4,1,HGNC_symbol,False
DDX1,Q92499,1,HGNC_symbol,False
DDX10,Q13206,1,HGNC_symbol,True
DDX10P1,,0,unmapped,False
DDX10P2,,0,unmapped,False
DDX11,Q96FC9,1,HGNC_symbol,False
DDX11-AS1,,0,unmapped,False
DDX11L1,,0,unmapped,False
DDX11L10,,0,unmapped,False
DDX11L16,,0,unmapped,False
DDX11L2,,0,unmapped,False
DDX11L5,,0,unmapped,False
DDX11L8,A8MPP1,1,HGNC_symbol,True
DDX12P,Q92771,1,HGNC_symbol,False
DDX17,Q92841,1,HGNC_symbol,False
DDX18,Q9NVP1,1,HGNC_symbol,False
DDX18P1,,0,unmapped,False
DDX18P5,,0,unmapped,False
DDX19A,Q9NUU7,1,HGNC_symbol,False
DDX19B,Q9UMR2,1,HGNC_symbol,True
DDX20,Q9UHI6,1,HGNC_symbol,False
DDX21,Q9NR30,1,HGNC_symbol,False
DDX23,Q9BUQ8,1,HGNC_symbol,False
DDX24,Q9GZR7,1,HGNC_symbol,True
DDX25,Q9UHL0,1,HGNC_symbol,False
DDX26B,203522,5,STRING_alias,False
DDX27,Q96GQ7,1,HGNC_symbol,False
DDX28,Q9NUL7,1,HGNC_symbol,True
DDX31,Q9H8H2,1,HGNC_symbol,False
DDX39A,O00148,1,HGNC_symbol,False
DDX39B,Q13838,1,HGNC_symbol,True
DDX3X,O00571,1,HGNC_symbol,False
DDX3Y,O15523,1,HGNC_symbol,False
DDX3YP1,,0,unmapped,False
DDX3YP3,,0,unmapped,False
DDX4,Q9NQI0,1,HGNC_symbol,True
DDX41,Q9UJV9,1,HGNC_symbol,True
DDX42,Q86XP3,1,HGNC_symbol,True
DDX43,Q9NXZ2,1,HGNC_symbol,False
DDX46,Q7L014,1,HGNC_symbol,False
DDX47,Q9H0S4,1,HGNC_symbol,False
DDX49,Q9Y6V7,1,HGNC_symbol,False
DDX5,P17844,1,HGNC_symbol,False
DDX50,Q9BQ39,1,HGNC_symbol,True
DDX50P1,,0,unmapped,False
DDX50P2,,0,unmapped,False
DDX51,Q8N8A6,1,HGNC_symbol,False
DDX52,Q9Y2R4,1,HGNC_symbol,False
DDX53,Q86TM3,1,HGNC_symbol,False
DDX54,Q8TDD1,1,HGNC_symbol,False
DDX55,Q8NHQ9,1,HGNC_symbol,False
DDX56,Q9NY93,1,HGNC_symbol,False
DDX58,23586,5,STRING_alias,False
DDX59,Q5T1V6,1,HGNC_symbol,False
DDX6,P26196,1,HGNC_symbol,False
DDX60,Q8IY21,1,HGNC_symbol,False
DDX60L,Q5H9U9,1,HGNC_symbol,False
DDX6P2,,0,unmapped,False
DEAF1,O75398,1,HGNC_symbol,False
DECR1,Q16698,1,HGNC_symbol,False
DECR2,Q9NUI1,1,HGNC_symbol,True
DEDD,O75618,1,HGNC_symbol,False
DEDD2,Q8WXF8,1,HGNC_symbol,True
DEF6,Q9H4E7,1,HGNC_symbol,False
DEF8,Q6ZN54,1,HGNC_symbol,False
DEFA1,P59665,1,HGNC_symbol,False
DEFA1B,1667,5,STRING_alias,False
DEFA3,P59666,1,HGNC_symbol,True
DEFA4,P12838,1,HGNC_symbol,False
DEFA5,Q01523,1,HGNC_symbol,False
DEFA6,Q01524,1,HGNC_symbol,False
DEFA8P,,0,unmapped,False
DEFB1,P60022,1,HGNC_symbol,True
DEFB103A,P81534,1,HGNC_symbol,True
DEFB103B,1KJ6,5,STRING_alias,False
DEFB104A,Q8WTQ1,1,HGNC_symbol,False
DEFB104B,140596,5,STRING_alias,False
DEFB105A,Q8NG35,1,HGNC_symbol,False
DEFB105B,245908,5,STRING_alias,False
DEFB106A,Q8N104,1,HGNC_symbol,False
DEFB106B,245909,5,STRING_alias,False
DEFB107A,Q8IZN7,1,HGNC_symbol,False
DEFB107B,245910,5,STRING_alias,False
DEFB108B,Q8NET1,1,HGNC_symbol,False
DEFB109B,Q30KR1,1,HGNC_symbol,False
DEFB109C,P0DY27,1,HGNC_symbol,False
DEFB109D,P0DY26,1,HGNC_symbol,True
DEFB110,Q30KQ9,1,HGNC_symbol,False
DEFB112,Q30KQ8,1,HGNC_symbol,True
DEFB113,Q30KQ7,1,HGNC_symbol,False
DEFB114,Q30KQ6,1,HGNC_symbol,False
DEFB115,Q30KQ5,1,HGNC_symbol,True
DEFB116,Q30KQ4,1,HGNC_symbol,False
DEFB118,Q96PH6,1,HGNC_symbol,False
DEFB119,Q8N690,1,HGNC_symbol,True
DEFB121,Q5J5C9,1,HGNC_symbol,False
DEFB123,Q8N688,1,HGNC_symbol,False
DEFB124,Q8NES8,1,HGNC_symbol,True
DEFB125,Q8N687,1,HGNC_symbol,False
DEFB126,Q9BYW3,1,HGNC_symbol,True
DEFB127,Q9H1M4,1,HGNC_symbol,False
DEFB128,Q7Z7B8,1,HGNC_symbol,False
DEFB129,Q9H1M3,1,HGNC_symbol,True
DEFB130A,P0DP74,1,HGNC_symbol,False
DEFB130B,P0DP73,1,HGNC_symbol,False
DEFB131A,P59861,1,HGNC_symbol,False
DEFB131B,A0A096LNP1,1,HGNC_symbol,False
DEFB132,Q7Z7B7,1,HGNC_symbol,False
DEFB134,Q4QY38,1,HGNC_symbol,False
DEFB135,Q30KP9,1,HGNC_symbol,False
DEFB136,Q30KP8,1,HGNC_symbol,True
DEFB4A,O15263,1,HGNC_symbol,False
DEFB4B,100289462,5,STRING_alias,False
DEGS1,O15121,1,HGNC_symbol,False
DEGS2,Q6QHC5,1,HGNC_symbol,False
DEK,P35659,1,HGNC_symbol,False
DELE1,Q14154,1,HGNC_symbol,False
DENND10,Q8TCE6,1,HGNC_symbol,False
DENND11,A4D1U4,1,HGNC_symbol,False
DENND1A,Q8TEH3,1,HGNC_symbol,True
DENND1B,Q6P3S1,1,HGNC_symbol,True
DENND1C,Q8IV53,1,HGNC_symbol,False
DENND2A,Q9ULE3,1,HGNC_symbol,True
DENND2B,P78524,1,HGNC_symbol,False
DENND2C,Q68D51,1,HGNC_symbol,False
DENND2D,Q9H6A0,1,HGNC_symbol,True
DENND3,A2RUS2,1,HGNC_symbol,False
DENND4A,Q7Z401,1,HGNC_symbol,False
DENND4B,O75064,1,HGNC_symbol,False
DENND4C,Q5VZ89,1,HGNC_symbol,False
DENND5A,Q6IQ26,1,HGNC_symbol,False
DENND5B,Q6ZUT9,1,HGNC_symbol,False
DENND6A,Q8IWF6,1,HGNC_symbol,False
DENND6B,Q8NEG7,1,HGNC_symbol,False
DENR,O43583,1,HGNC_symbol,True
DEPDC1,Q5TB30,1,HGNC_symbol,True
DEPDC1B,Q8WUY9,1,HGNC_symbol,False
DEPDC4,Q8N2C3,1,HGNC_symbol,False
DEPDC5,O75140,1,HGNC_symbol,False
DEPDC7,Q96QD5,1,HGNC_symbol,True
DEPP1,Q9NTK1,1,HGNC_symbol,False
DEPTOR,Q8TB45,1,HGNC_symbol,False
DERA,Q9Y315,1,HGNC_symbol,False
DERL1,Q9BUN8,1,HGNC_symbol,False
DERL2,Q9GZP9,1,HGNC_symbol,False
DERL3,Q96Q80,1,HGNC_symbol,False
DERPC,P0CG12,1,HGNC_symbol,False
DES,P17661,1,HGNC_symbol,True
DESI1,Q6ICB0,1,HGNC_symbol,True
DESI2,Q9BSY9,1,HGNC_symbol,True
DET1,Q7L5Y6,1,HGNC_symbol,False
DEUP1,Q05D60,1,HGNC_symbol,False
DEXI,O95424,1,HGNC_symbol,False
DFFA,O00273,1,HGNC_symbol,True
DFFB,O76075,1,HGNC_symbol,False
DFNA5,1687,5,STRING_alias,False
DFNB31,1UEZ,5,STRING_alias,False
DFNB59,494513,5,STRING_alias,False
DGAT1,O75907,1,HGNC_symbol,True
DGAT2,Q96PD7,1,HGNC_symbol,False
DGAT2L6,Q6ZPD8,1,HGNC_symbol,False
DGCR11,,0,unmapped,False
DGCR14,8220,5,STRING_alias,False
DGCR2,P98153,1,HGNC_symbol,True
DGCR6,Q14129,1,HGNC_symbol,True
DGCR6L,Q9BY27,1,HGNC_symbol,False
DGCR8,Q8WYQ5,1,HGNC_symbol,True
DGKA,P23743,1,HGNC_symbol,False
DGKB,Q9Y6T7,1,HGNC_symbol,False
DGKD,Q16760,1,HGNC_symbol,False
DGKE,P52429,1,HGNC_symbol,False
DGKG,P49619,1,HGNC_symbol,False
DGKH,Q86XP1,1,HGNC_symbol,False
DGKI,O75912,1,HGNC_symbol,False
DGKK,Q5KSL6,1,HGNC_symbol,False
DGKQ,P52824,1,HGNC_symbol,False
DGKZ,Q13574,1,HGNC_symbol,True
DGKZP1,,0,unmapped,False
DGLUCY,Q7Z3D6,1,HGNC_symbol,True
DGUOK,Q16854,1,HGNC_symbol,True
DGUOK-AS1,,0,unmapped,False
DHCR24,Q15392,1,HGNC_symbol,False
DHCR7,Q9UBM7,1,HGNC_symbol,False
DHDDS,Q86SQ9,1,HGNC_symbol,False
DHDH,Q9UQ10,1,HGNC_symbol,True
DHFR,P00374,1,HGNC_symbol,True
DHFR2,Q86XF0,1,HGNC_symbol,True
DHFRL1,1.5.1.3,5,STRING_alias,False
DHFRP1,,0,unmapped,False
DHH,O43323,1,HGNC_symbol,False
DHODH,Q02127,1,HGNC_symbol,True
DHPS,P49366,1,HGNC_symbol,False
DHRS1,Q96LJ7,1,HGNC_symbol,True
DHRS11,Q6UWP2,1,HGNC_symbol,False
DHRS12,A0PJE2,1,HGNC_symbol,True
DHRS13,Q6UX07,1,HGNC_symbol,False
DHRS2,Q13268,1,HGNC_symbol,True
DHRS3,O75911,1,HGNC_symbol,False
DHRS4,Q9BTZ2,1,HGNC_symbol,True
DHRS4L2,Q6PKH6,1,HGNC_symbol,True
DHRS7,Q9Y394,1,HGNC_symbol,True
DHRS7B,Q6IAN0,1,HGNC_symbol,True
DHRS7C,A6NNS2,1,HGNC_symbol,False
DHRS9,Q9BPW9,1,HGNC_symbol,True
DHRSX,Q8N5I4,1,HGNC_symbol,False
DHRSX-IT1,,0,unmapped,False
DHTKD1,Q96HY7,1,HGNC_symbol,False
DHX15,O43143,1,HGNC_symbol,False
DHX16,O60231,1,HGNC_symbol,False
DHX29,Q7Z478,1,HGNC_symbol,False
DHX30,Q7L2E3,1,HGNC_symbol,False
DHX32,Q7L7V1,1,HGNC_symbol,False
DHX33,Q9H6R0,1,HGNC_symbol,True
DHX34,Q14147,1,HGNC_symbol,False
DHX35,Q9H5Z1,1,HGNC_symbol,False
DHX36,Q9H2U1,1,HGNC_symbol,False
DHX37,Q8IY37,1,HGNC_symbol,False
DHX38,Q92620,1,HGNC_symbol,False
DHX40,Q8IX18,1,HGNC_symbol,False
DHX40P1,,0,unmapped,False
DHX57,Q6P158,1,HGNC_symbol,False
DHX58,Q96C10,1,HGNC_symbol,False
DHX8,Q14562,1,HGNC_symbol,False
DHX9,Q08211,1,HGNC_symbol,False
DHX9P1,,0,unmapped,False
DIABLO,Q9NR28,1,HGNC_symbol,False
DIAPH1,O60610,1,HGNC_symbol,False
DIAPH2,O60879,1,HGNC_symbol,False
DIAPH3,Q9NSV4,1,HGNC_symbol,False
DICER1,Q9UPY3,1,HGNC_symbol,False
DICER1-AS1,,0,unmapped,False
DIDO1,Q9BTC0,1,HGNC_symbol,False
DIEXF,27042,5,STRING_alias,False
DIMT1,Q9UNQ2,1,HGNC_symbol,False
DIO1,P49895,1,HGNC_symbol,False
DIO2,Q92813,1,HGNC_symbol,True
DIO3,P55073,1,HGNC_symbol,True
DIO3OS,,0,unmapped,False
DIP2A,Q14689,1,HGNC_symbol,False
DIP2A-IT1,,0,unmapped,False
DIP2B,Q9P265,1,HGNC_symbol,False
DIP2C,Q9Y2E4,1,HGNC_symbol,False
DIPK1A,Q5T7M9,1,HGNC_symbol,False
DIPK1B,Q5VUD6,1,HGNC_symbol,False
DIPK1C,Q0P6D2,1,HGNC_symbol,False
DIPK2A,Q8NDZ4,1,HGNC_symbol,False
DIPK2B,Q9H7Y0,1,HGNC_symbol,True
DIRAS1,O95057,1,HGNC_symbol,False
DIRAS2,Q96HU8,1,HGNC_symbol,True
DIRAS3,O95661,1,HGNC_symbol,False
DIRC2,84925,5,STRING_alias,False
DIRC3,,0,unmapped,False
DIS3,Q9Y2L1,1,HGNC_symbol,False
DIS3L,Q8TF46,1,HGNC_symbol,False
DIS3L2,Q8IYB7,1,HGNC_symbol,False
DISC1,Q9NRI5,1,HGNC_symbol,False
DISC1-IT1,,0,unmapped,False
DISC1FP1,,0,unmapped,False
DISP1,Q96F81,1,HGNC_symbol,False
DISP2,A7MBM2,1,HGNC_symbol,False
DISP3,Q9P2K9,1,HGNC_symbol,False
DIXDC1,Q155Q3,1,HGNC_symbol,True
DKC1,O60832,1,HGNC_symbol,False
DKFZP667F0711,,0,unmapped,False
DKFZP761J1410,,0,unmapped,False
DKFZP779L1853,,0,unmapped,False
DKK1,O94907,1,HGNC_symbol,False
DKK2,Q9UBU2,1,HGNC_symbol,True
DKK3,Q9UBP4,1,HGNC_symbol,True
DKK4,Q9UBT3,1,HGNC_symbol,False
DKKL1,Q9UK85,1,HGNC_symbol,True
