cell_idx,predicted_mechanism,confidence,prob_drug_efflux,prob_clonal_evolution,prob_immune_escape,prob_microenvironmental
18444,immune_escape,0.27134883,0.2493204,0.23465134,0.27134883,0.24467948
18445,immune_escape,0.2714125,0.24901767,0.23483649,0.2714125,0.24473327
18446,immune_escape,0.27199838,0.2491853,0.23414415,0.27199838,0.24467218
18447,immune_escape,0.27171782,0.24932984,0.2342327,0.27171782,0.2447197
18448,immune_escape,0.27140072,0.24902062,0.23484287,0.27140072,0.2447358
18449,immune_escape,0.27138653,0.24902414,0.23485048,0.27138653,0.24473882
18450,immune_escape,0.27144748,0.24900912,0.23481755,0.27144748,0.24472587
18451,immune_escape,0.2702527,0.24907646,0.23582006,0.2702527,0.24485077
18452,immune_escape,0.2714141,0.2490173,0.23483564,0.2714141,0.24473296
18453,immune_escape,0.2715154,0.24899283,0.23478036,0.2715154,0.24471143
18454,immune_escape,0.27194425,0.24916996,0.2342129,0.27194425,0.24467288
18455,immune_escape,0.2721123,0.24920419,0.23401459,0.2721123,0.24466881
18456,immune_escape,0.27154112,0.24898675,0.23476622,0.27154112,0.24470595
18457,immune_escape,0.27205914,0.24921629,0.23405056,0.27205914,0.24467401
18458,immune_escape,0.2720939,0.24920225,0.2340343,0.2720939,0.24466954
18459,immune_escape,0.2720614,0.24916726,0.2341059,0.2720614,0.24466541
18460,immune_escape,0.27023625,0.24907951,0.23583049,0.27023625,0.24485373
18461,immune_escape,0.27127647,0.24935009,0.2346901,0.27127647,0.24468336
18462,immune_escape,0.27035782,0.24905795,0.2357518,0.27035782,0.24483249
18463,immune_escape,0.27167913,0.24923183,0.23442592,0.27167913,0.24466315
18464,immune_escape,0.2700144,0.24912705,0.23596773,0.2700144,0.24489085
18465,immune_escape,0.2714674,0.24915543,0.23483595,0.2714674,0.2445412
18466,immune_escape,0.27135125,0.24929306,0.23467655,0.27135125,0.24467914
18467,immune_escape,0.2719805,0.249181,0.23416603,0.2719805,0.24467252
18468,immune_escape,0.27197477,0.24918333,0.23416866,0.27197477,0.24467327
18469,immune_escape,0.27114046,0.2480026,0.23689671,0.27114046,0.24396026
18470,immune_escape,0.27139565,0.24929298,0.23463477,0.27139565,0.24467665
18471,immune_escape,0.2721134,0.24914919,0.23407795,0.2721134,0.24465942
18472,immune_escape,0.27061388,0.24901254,0.23557992,0.27061388,0.24479371
18473,immune_escape,0.27151632,0.2492883,0.23452379,0.27151632,0.24467157
18474,immune_escape,0.26880127,0.24931227,0.23718455,0.26880127,0.24470186
18475,immune_escape,0.27150756,0.2489947,0.23478466,0.27150756,0.2447131
18476,immune_escape,0.2717676,0.2490545,0.23450951,0.2717676,0.24466835
18477,immune_escape,0.27156246,0.24898171,0.23475447,0.27156246,0.24470137
18478,immune_escape,0.27201828,0.24917963,0.23413208,0.27201828,0.24467002
18479,immune_escape,0.27133405,0.24929692,0.23468904,0.27133405,0.24467997
18480,immune_escape,0.27065542,0.24900544,0.23555148,0.27065542,0.2447876
18481,immune_escape,0.27151248,0.24932761,0.23448591,0.27151248,0.24467397
18482,immune_escape,0.2714142,0.25012353,0.23349392,0.2714142,0.24496837
18483,immune_escape,0.27192873,0.24887802,0.23487815,0.27192873,0.2443151
18484,immune_escape,0.27140552,0.24925454,0.23466283,0.27140552,0.24467722
18485,immune_escape,0.27148122,0.24923562,0.23461218,0.27148122,0.24467102
18486,immune_escape,0.27157426,0.24928306,0.2344732,0.27157426,0.24466945
18487,immune_escape,0.27155018,0.24898458,0.2347612,0.27155018,0.24470398
18488,immune_escape,0.2715885,0.24897559,0.2347402,0.2715885,0.24469578
18489,immune_escape,0.27211073,0.2491431,0.23408754,0.27211073,0.2446586
18490,immune_escape,0.27250594,0.24951236,0.23352665,0.27250594,0.24445501
18491,immune_escape,0.2704212,0.24904701,0.23570944,0.2704212,0.24482225
18492,immune_escape,0.27145508,0.24900728,0.2348134,0.27145508,0.24472426
18493,immune_escape,0.27206343,0.24911326,0.23416632,0.27206343,0.24465695
18494,immune_escape,0.27041584,0.24904715,0.2357135,0.27041584,0.24482349
18495,immune_escape,0.27149707,0.2492333,0.23451479,0.27149707,0.24475482
18496,immune_escape,0.27147135,0.24935406,0.23443815,0.27147135,0.24473642
18497,immune_escape,0.2714838,0.249287,0.23455642,0.2714838,0.24467279
18498,immune_escape,0.2714532,0.24931233,0.23455943,0.2714532,0.24467504
18499,immune_escape,0.26974294,0.2497692,0.23516008,0.26974294,0.24532776
18500,immune_escape,0.27158076,0.24919684,0.23455663,0.27158076,0.24466576
18501,immune_escape,0.27160996,0.24989775,0.23357429,0.27160996,0.24491805
18502,immune_escape,0.27210858,0.24917515,0.2340523,0.27210858,0.24466403
18503,immune_escape,0.27207372,0.24914354,0.23412196,0.27207372,0.24466087
18504,immune_escape,0.272117,0.2491879,0.23402941,0.272117,0.24466574
18505,immune_escape,0.27158758,0.24897577,0.23474064,0.27158758,0.24469593
18506,immune_escape,0.27142298,0.24901511,0.23483086,0.27142298,0.24473107
18507,immune_escape,0.2714061,0.24932219,0.23459457,0.2714061,0.24467705
18508,immune_escape,0.27140617,0.24927227,0.23464608,0.27140617,0.24467547
18509,immune_escape,0.27211392,0.24922591,0.23398754,0.27211392,0.24467263
18510,immune_escape,0.2720766,0.24918845,0.23406681,0.2720766,0.24466814
18511,immune_escape,0.27140138,0.2492719,0.23465109,0.27140138,0.24467568
18512,immune_escape,0.2706362,0.2490073,0.23556574,0.2706362,0.24479085
18513,immune_escape,0.2727326,0.24920638,0.23347609,0.2727326,0.24458496
18514,immune_escape,0.27154833,0.24924518,0.2345382,0.27154833,0.24466829
18515,immune_escape,0.2714382,0.24925709,0.2346311,0.2714382,0.24467357
18516,immune_escape,0.2714982,0.24931504,0.2344764,0.2714982,0.24471042
18517,immune_escape,0.27207422,0.24913321,0.23413329,0.27207422,0.24465922
18518,immune_escape,0.27050292,0.249034,0.2356536,0.27050292,0.24480945
18519,immune_escape,0.27109832,0.24987671,0.23400223,0.27109832,0.24502277
18520,immune_escape,0.27155524,0.24898341,0.23475844,0.27155524,0.2447029
18521,immune_escape,0.27145877,0.24933401,0.2345318,0.27145877,0.2446754
18522,immune_escape,0.27211982,0.249237,0.23396891,0.27211982,0.2446743
18523,immune_escape,0.27035907,0.24905601,0.23575146,0.27035907,0.24483344
18524,immune_escape,0.2720119,0.24917628,0.23414199,0.2720119,0.24466985
18525,immune_escape,0.2707128,0.24921972,0.23518254,0.2707128,0.24488491
18526,immune_escape,0.27150604,0.24899504,0.23478548,0.27150604,0.2447134
18527,immune_escape,0.27158123,0.24918325,0.23457037,0.27158123,0.24466512
18528,immune_escape,0.27121502,0.24930325,0.23479453,0.27121502,0.24468715
18529,immune_escape,0.26869947,0.24940287,0.23688449,0.26869947,0.24501315
18530,immune_escape,0.27052185,0.2490307,0.23564081,0.27052185,0.24480668
18531,immune_escape,0.27049693,0.2490349,0.23565775,0.27049693,0.24481036
18532,immune_escape,0.2707184,0.24899568,0.23550765,0.2707184,0.24477834
18533,immune_escape,0.27091312,0.24985321,0.23417051,0.27091312,0.24506317
18534,immune_escape,0.27201954,0.24920866,0.23409684,0.27201954,0.24467498
18535,immune_escape,0.272,0.2492099,0.2341137,0.272,0.24467634
18536,immune_escape,0.2707559,0.24899247,0.23547898,0.2707559,0.24477261
18537,immune_escape,0.271573,0.2491999,0.2345609,0.271573,0.24466614
18538,immune_escape,0.2703784,0.24860515,0.2365965,0.2703784,0.24441998
18539,immune_escape,0.27034682,0.24905883,0.23575935,0.27034682,0.24483499
18540,immune_escape,0.27188203,0.24897823,0.2347815,0.27188203,0.24435824
18541,immune_escape,0.27136308,0.24930848,0.23464993,0.27136308,0.24467851
18542,immune_escape,0.27209982,0.2491614,0.23407654,0.27209982,0.24466221
18543,immune_escape,0.27152294,0.24899104,0.23477623,0.27152294,0.24470982
18544,immune_escape,0.2714578,0.24900663,0.23481193,0.2714578,0.24472369
18545,immune_escape,0.27211657,0.24916516,0.23405635,0.27211657,0.24466188
18546,immune_escape,0.27145174,0.24927232,0.23460114,0.27145174,0.24467488
18547,immune_escape,0.27127263,0.24947068,0.23447964,0.27127263,0.24477702
18548,immune_escape,0.27168146,0.24955733,0.23410214,0.27168146,0.24465899
18549,immune_escape,0.27203232,0.24930203,0.23397452,0.27203232,0.2446911
18550,immune_escape,0.27145252,0.24900791,0.2348148,0.27145252,0.2447248
18551,immune_escape,0.27139124,0.24902298,0.23484796,0.27139124,0.24473782
18552,immune_escape,0.27139285,0.24934436,0.23458034,0.27139285,0.24468245
18553,immune_escape,0.27146682,0.24900444,0.23480698,0.27146682,0.24472177
18554,immune_escape,0.26884353,0.24928457,0.23696198,0.26884353,0.24490993
18555,immune_escape,0.27200496,0.24924093,0.23407249,0.27200496,0.24468157
18556,immune_escape,0.26906395,0.24901345,0.23715161,0.26906395,0.24477096
18557,immune_escape,0.26828155,0.25065657,0.23549977,0.26828155,0.24556203
18558,immune_escape,0.26798347,0.24916819,0.23784785,0.26798347,0.24500048
18559,immune_escape,0.27219766,0.24950877,0.23354356,0.27219766,0.24475004
18560,immune_escape,0.2714609,0.24900585,0.2348102,0.2714609,0.244723
18561,immune_escape,0.26715454,0.24855298,0.23947778,0.26715454,0.24481466
18562,immune_escape,0.2670699,0.249739,0.23790495,0.2670699,0.24528612
18563,immune_escape,0.27145365,0.2496759,0.23396073,0.27145365,0.24490976
18564,immune_escape,0.26920244,0.24867003,0.23734471,0.26920244,0.2447828
18565,immune_escape,0.27015167,0.24990328,0.2348934,0.27015167,0.24505168
18566,immune_escape,0.26877913,0.25046703,0.23526892,0.26877913,0.24548489
18567,immune_escape,0.27219826,0.24894589,0.23430924,0.27219826,0.2445466
18568,immune_escape,0.26883256,0.25037673,0.23541269,0.26883256,0.24537794
18569,immune_escape,0.27132472,0.24903993,0.23488335,0.27132472,0.24475206
18570,immune_escape,0.27134207,0.2490354,0.23487417,0.27134207,0.24474832
18571,immune_escape,0.2702256,0.24914844,0.23589249,0.2702256,0.24473341
18572,immune_escape,0.2714877,0.24899943,0.23479559,0.2714877,0.24471731
18573,immune_escape,0.2689943,0.25011495,0.23531236,0.2689943,0.24557841
18574,immune_escape,0.26756257,0.2501298,0.23695232,0.26756257,0.24535535
18575,immune_escape,0.27167353,0.24911554,0.23453331,0.27167353,0.24467757
18576,immune_escape,0.27140585,0.24901934,0.23484012,0.27140585,0.24473473
18577,immune_escape,0.2719787,0.24923004,0.23411006,0.2719787,0.24468118
18578,immune_escape,0.2712731,0.24905351,0.23491023,0.2712731,0.24476314
18579,immune_escape,0.2674742,0.24823488,0.23969856,0.2674742,0.24459243
18580,immune_escape,0.27012217,0.24919045,0.2359085,0.27012217,0.24477884
18581,immune_escape,0.27214894,0.2489944,0.23428884,0.27214894,0.2445678
18582,immune_escape,0.2710635,0.2495901,0.23452497,0.2710635,0.24482143
18583,immune_escape,0.2715088,0.2489944,0.23478395,0.2715088,0.24471283
18584,immune_escape,0.27146876,0.24900399,0.23480594,0.27146876,0.24472135
18585,immune_escape,0.27181837,0.24846637,0.23547652,0.27181837,0.24423875
18586,immune_escape,0.26899248,0.24911909,0.2368477,0.26899248,0.24504077
18587,immune_escape,0.26714367,0.250049,0.2374221,0.26714367,0.24538521
18588,immune_escape,0.27150974,0.24899416,0.23478344,0.27150974,0.2447126
18589,immune_escape,0.2717332,0.2491061,0.2344853,0.2717332,0.24467543
18590,immune_escape,0.27083656,0.24939664,0.23494454,0.27083656,0.24482226
18591,immune_escape,0.2670728,0.24870989,0.23914148,0.2670728,0.24507584
18592,immune_escape,0.2696192,0.24903256,0.23673853,0.2696192,0.2446097
18593,immune_escape,0.27207166,0.24918257,0.2340783,0.27207166,0.2446674
18594,immune_escape,0.26906124,0.24962905,0.23617604,0.26906124,0.24513368
18595,immune_escape,0.26974314,0.24997814,0.23507641,0.26974314,0.24520229
18596,immune_escape,0.27010226,0.2490416,0.23604518,0.27010226,0.24481091
18597,immune_escape,0.2703554,0.24896127,0.2361058,0.2703554,0.24457756
18598,immune_escape,0.2712894,0.24906802,0.23481998,0.2712894,0.24482258
18599,immune_escape,0.2721393,0.24949932,0.23370507,0.2721393,0.24465637
18600,immune_escape,0.26922053,0.24958016,0.23612536,0.26922053,0.24507394
18601,immune_escape,0.27126718,0.2496154,0.23426132,0.27126718,0.24485604
18602,immune_escape,0.27073523,0.24840024,0.23648126,0.27073523,0.24438328
18603,immune_escape,0.26901618,0.25037456,0.23494466,0.26901618,0.24566455
18604,immune_escape,0.26914528,0.25024998,0.23520975,0.26914528,0.24539497
18605,immune_escape,0.2666476,0.24829453,0.24019031,0.2666476,0.24486752
18606,immune_escape,0.27035707,0.2488443,0.2363465,0.27035707,0.24445213
18607,immune_escape,0.2666164,0.25034112,0.23756284,0.2666164,0.24547975
18608,immune_escape,0.27069294,0.24918437,0.23526801,0.27069294,0.24485464
18609,immune_escape,0.26927212,0.25021288,0.23514351,0.26927212,0.24537148
18610,immune_escape,0.26910838,0.25025603,0.2352396,0.26910838,0.24539596
18611,immune_escape,0.27187002,0.24945214,0.23402981,0.27187002,0.24464798
18612,immune_escape,0.26763552,0.24911094,0.23804061,0.26763552,0.24521293
18613,immune_escape,0.26902553,0.24876039,0.23771054,0.26902553,0.2445036
18614,immune_escape,0.2721232,0.24916789,0.23404694,0.2721232,0.24466196
18615,immune_escape,0.272127,0.24918392,0.23402463,0.272127,0.24466448
18616,immune_escape,0.27004573,0.2493167,0.23612621,0.27004573,0.24451141
18617,immune_escape,0.26666757,0.25064048,0.23696189,0.26666757,0.24573009
18618,immune_escape,0.2681207,0.2495082,0.2374302,0.2681207,0.24494089
18619,immune_escape,0.26904902,0.24848391,0.23798129,0.26904902,0.24448577
18620,immune_escape,0.27021164,0.24794091,0.23748691,0.27021164,0.2443606
18621,immune_escape,0.2673831,0.247701,0.24079633,0.2673831,0.2441195
18622,immune_escape,0.26892674,0.24926993,0.2371437,0.26892674,0.24465957
18623,immune_escape,0.26807755,0.24864866,0.2384705,0.26807755,0.24480328
18624,immune_escape,0.2664862,0.24799278,0.24071176,0.2664862,0.24480921
18625,immune_escape,0.2675602,0.24786787,0.24032737,0.2675602,0.24424452
18626,immune_escape,0.27119792,0.2497487,0.23415975,0.27119792,0.24489363
18627,immune_escape,0.27173063,0.24940264,0.23411971,0.27173063,0.24474704
18628,immune_escape,0.27135393,0.24867831,0.2356604,0.27135393,0.24430735
18629,immune_escape,0.2667115,0.24845101,0.2398623,0.2667115,0.24497513
18630,immune_escape,0.26662764,0.24867703,0.23987266,0.26662764,0.2448227
18631,immune_escape,0.26884258,0.24837568,0.23849231,0.26884258,0.24428941
18632,immune_escape,0.2715165,0.24918585,0.23445588,0.2715165,0.24484175
18633,immune_escape,0.26976386,0.2492408,0.23648609,0.26976386,0.2445093
18634,immune_escape,0.26783496,0.24891046,0.23864888,0.26783496,0.24460565
18635,immune_escape,0.2690725,0.24923745,0.23653945,0.2690725,0.24515058
18636,immune_escape,0.27003703,0.24811818,0.23756161,0.27003703,0.24428323
18637,immune_escape,0.27143168,0.24901296,0.23482612,0.27143168,0.24472922
18638,immune_escape,0.27130252,0.2490457,0.23489496,0.27130252,0.2447568
18639,immune_escape,0.27003422,0.24911949,0.23595199,0.27003422,0.24489436
18640,immune_escape,0.27152926,0.24898954,0.23477274,0.27152926,0.24470846
18641,immune_escape,0.26805323,0.25089216,0.2358547,0.26805323,0.24519996
18642,immune_escape,0.26759714,0.24935406,0.2378383,0.26759714,0.24521053
18643,immune_escape,0.26728505,0.24957144,0.23806156,0.26728505,0.24508184
18644,immune_escape,0.27135232,0.24903281,0.23486878,0.27135232,0.24474616
18645,immune_escape,0.26650867,0.24956676,0.238378,0.26650867,0.2455465
18646,immune_escape,0.26789224,0.25101858,0.23588255,0.26789224,0.2452066
18647,immune_escape,0.2687549,0.24953069,0.23645784,0.2687549,0.24525659
18648,immune_escape,0.27189717,0.24926561,0.23414478,0.27189717,0.24469249
18649,immune_escape,0.26854646,0.24901803,0.23796123,0.26854646,0.2444743
18650,immune_escape,0.27143836,0.24901132,0.2348225,0.27143836,0.24472779
18651,immune_escape,0.27174827,0.24908508,0.23449528,0.27174827,0.24467143
18652,immune_escape,0.2674041,0.24982285,0.2374573,0.2674041,0.24531575
18653,immune_escape,0.26756877,0.2494927,0.23747554,0.26756877,0.24546298
18654,immune_escape,0.26870194,0.2496791,0.23645106,0.26870194,0.24516787
18655,immune_escape,0.26648256,0.25003177,0.23798214,0.26648256,0.24550347
18656,immune_escape,0.26820177,0.24816069,0.2390552,0.26820177,0.24458238
18657,immune_escape,0.26515177,0.24942267,0.24026063,0.26515177,0.24516493
18658,immune_escape,0.26763907,0.24956667,0.23753153,0.26763907,0.24526277
18659,immune_escape,0.2713775,0.24902642,0.23485535,0.2713775,0.24474077
18660,immune_escape,0.27132156,0.24904074,0.234885,0.27132156,0.24475273
18661,immune_escape,0.27214837,0.24899693,0.23428532,0.27214837,0.24456938
18662,immune_escape,0.27010724,0.24910578,0.23591068,0.27010724,0.24487635
18663,immune_escape,0.26848325,0.24935178,0.23688117,0.26848325,0.24528384
18664,immune_escape,0.26821536,0.25147036,0.23499832,0.26821536,0.245316
18665,immune_escape,0.26787132,0.24854697,0.23881127,0.26787132,0.24477047
18666,immune_escape,0.2661497,0.24993403,0.23835115,0.2661497,0.24556518
18667,immune_escape,0.2675957,0.24900588,0.23841868,0.2675957,0.2449798
18668,immune_escape,0.26722535,0.252355,0.23523231,0.26722535,0.24518733
18669,immune_escape,0.2683052,0.24970484,0.2367359,0.2683052,0.24525398
18670,immune_escape,0.26666182,0.24938965,0.23848695,0.26666182,0.24546157
18671,immune_escape,0.27133995,0.24862736,0.23547873,0.27133995,0.244554
18672,immune_escape,0.26872706,0.24999407,0.23596509,0.26872706,0.24531372
18673,immune_escape,0.2664734,0.25045016,0.23768325,0.2664734,0.24539314
18674,immune_escape,0.27134472,0.24903475,0.23487279,0.27134472,0.24474774
18675,immune_escape,0.26770857,0.25118938,0.23581298,0.26770857,0.24528909
18676,immune_escape,0.27129018,0.24924476,0.2346798,0.27129018,0.2447853
18677,immune_escape,0.26784378,0.25102526,0.2359339,0.26784378,0.24519707
18678,immune_escape,0.2713771,0.24902649,0.23485553,0.2713771,0.24474083
18679,immune_escape,0.26961958,0.24946356,0.23589161,0.26961958,0.24502526
18680,immune_escape,0.26850578,0.24951379,0.2367156,0.26850578,0.24526486
18681,immune_escape,0.27193004,0.2492528,0.23412892,0.27193004,0.24468815
18682,immune_escape,0.26858056,0.24909157,0.23725803,0.26858056,0.24506977
18683,immune_escape,0.2691169,0.24959335,0.23618972,0.2691169,0.24509999
18684,immune_escape,0.27149826,0.2498653,0.23385215,0.27149826,0.24478431
18685,immune_escape,0.26805425,0.24811727,0.23925398,0.26805425,0.24457449
18686,immune_escape,0.26675385,0.2521179,0.23561269,0.26675385,0.24551557
18687,immune_escape,0.26666328,0.2507268,0.23710191,0.26666328,0.24550809
18688,immune_escape,0.27196443,0.24919018,0.23417036,0.27196443,0.24467504
18689,immune_escape,0.26739082,0.24953786,0.2378433,0.26739082,0.24522799
18690,immune_escape,0.26826766,0.25192222,0.23444799,0.26826766,0.2453621
18691,immune_escape,0.26796597,0.2518622,0.2349583,0.26796597,0.24521358
18692,immune_escape,0.26978612,0.25067335,0.23416124,0.26978612,0.24537925
18693,immune_escape,0.26920077,0.24945895,0.23615783,0.26920077,0.24518248
18694,immune_escape,0.27144054,0.24901082,0.23482132,0.27144054,0.24472734
18695,immune_escape,0.2687383,0.25020874,0.23571055,0.2687383,0.24534242
18696,immune_escape,0.27001116,0.2493934,0.2355974,0.27001116,0.24499813
18697,immune_escape,0.2658324,0.25041047,0.23797673,0.2658324,0.2457804
18698,immune_escape,0.2660891,0.25434667,0.23525342,0.2660891,0.24431087
18699,immune_escape,0.27142674,0.2490142,0.23482883,0.27142674,0.2447303
18700,immune_escape,0.2651607,0.24933715,0.23999189,0.2651607,0.2455103
18701,immune_escape,0.26686108,0.25007161,0.23763216,0.26686108,0.2454352
18702,immune_escape,0.2707973,0.2501547,0.23393448,0.2707973,0.24511352
18703,immune_escape,0.27042893,0.24970157,0.23493554,0.27042893,0.24493395
18704,immune_escape,0.27191594,0.24928087,0.23410912,0.27191594,0.24469411
18705,immune_escape,0.27106175,0.24929275,0.23479553,0.27106175,0.24484989
18706,immune_escape,0.27009892,0.24910846,0.2359163,0.27009892,0.2448763
18707,immune_escape,0.27208552,0.24913456,0.23412111,0.27208552,0.24465874
18708,immune_escape,0.271565,0.2489811,0.23475306,0.271565,0.24470082
18709,immune_escape,0.27015314,0.24909598,0.23588239,0.27015314,0.24486856
18710,immune_escape,0.27064443,0.2490067,0.2355595,0.27064443,0.24478939
18711,immune_escape,0.26699388,0.24987887,0.2373986,0.26699388,0.2457287
18712,immune_escape,0.27137163,0.24902788,0.23485845,0.27137163,0.244742
18713,immune_escape,0.27142176,0.24901539,0.2348315,0.27142176,0.24473134
18714,immune_escape,0.2712263,0.24937744,0.23471038,0.2712263,0.24468592
18715,immune_escape,0.27141455,0.2490172,0.23483542,0.27141455,0.24473289
18716,immune_escape,0.27013138,0.24956636,0.23510948,0.27013138,0.2451928
18717,immune_escape,0.27073836,0.24978848,0.23436092,0.27073836,0.24511224
18718,immune_escape,0.27207974,0.24921775,0.23402946,0.27207974,0.24467312
18719,immune_escape,0.27048507,0.24903579,0.23566665,0.27048507,0.24481253
18720,immune_escape,0.27133423,0.24927504,0.23471117,0.27133423,0.24467953
18721,immune_escape,0.27151212,0.2489936,0.23478216,0.27151212,0.24471211
18722,immune_escape,0.2713897,0.24930073,0.23463243,0.2713897,0.24467711
18723,immune_escape,0.27155083,0.24933411,0.2344429,0.27155083,0.2446722
18724,immune_escape,0.2701723,0.24909185,0.23587044,0.2701723,0.24486548
18725,immune_escape,0.27157533,0.24897867,0.23474738,0.27157533,0.24469858
18726,immune_escape,0.27136868,0.25023732,0.23341365,0.27136868,0.24498037
18727,immune_escape,0.27145967,0.24900614,0.23481087,0.27145967,0.24472325
18728,immune_escape,0.27124336,0.24941821,0.23465337,0.27124336,0.24468505
18729,immune_escape,0.27162373,0.24928068,0.23442814,0.27162373,0.24466749
18730,immune_escape,0.27155024,0.2489846,0.23476121,0.27155024,0.244704
18731,immune_escape,0.27022985,0.24908178,0.23583464,0.27022985,0.24485381
18732,immune_escape,0.27154064,0.24898687,0.2347665,0.27154064,0.24470605
18733,immune_escape,0.27102885,0.24784005,0.23719425,0.27102885,0.24393694
18734,immune_escape,0.2720098,0.24917434,0.2341462,0.2720098,0.24466963
18735,immune_escape,0.27141455,0.24942024,0.23448673,0.27141455,0.24467856
18736,immune_escape,0.27143395,0.24901241,0.23482488,0.27143395,0.24472873
18737,immune_escape,0.27023914,0.24908066,0.23582862,0.27023914,0.24485151
18738,immune_escape,0.27150276,0.24921472,0.23461315,0.27150276,0.24466929
18739,immune_escape,0.27202782,0.24915943,0.23414665,0.27202782,0.2446661
18740,immune_escape,0.27160043,0.24897277,0.23473367,0.27160043,0.24469319
18741,immune_escape,0.26902962,0.25016448,0.23524001,0.26902962,0.24556586
18742,immune_escape,0.27130848,0.249283,0.23472771,0.27130848,0.24468087
18743,immune_escape,0.27115828,0.24938075,0.23477168,0.27115828,0.24468927
18744,immune_escape,0.27052802,0.24997462,0.2343065,0.27052802,0.24519083
18745,immune_escape,0.27015468,0.24928214,0.23555711,0.27015468,0.24500605
18746,immune_escape,0.27149633,0.24899736,0.23479083,0.27149633,0.24471548
18747,immune_escape,0.27130824,0.249377,0.23463257,0.27130824,0.24468221
18748,immune_escape,0.27205518,0.24916032,0.2341199,0.27205518,0.24466464
18749,immune_escape,0.27050072,0.25019094,0.23411787,0.27050072,0.24519052
18750,immune_escape,0.27149725,0.24926631,0.23456381,0.27149725,0.24467266
18751,immune_escape,0.27142695,0.24940933,0.23448567,0.27142695,0.24467799
18752,immune_escape,0.27208358,0.24910903,0.2341523,0.27208358,0.24465515
18753,immune_escape,0.27020547,0.24908708,0.23585005,0.27020547,0.24485736
18754,immune_escape,0.27017263,0.24909362,0.23587076,0.27017263,0.24486299
18755,immune_escape,0.27125373,0.24925236,0.23480651,0.27125373,0.2446874
18756,immune_escape,0.27120456,0.24938498,0.23472348,0.27120456,0.24468696
18757,immune_escape,0.2711613,0.24931785,0.23482999,0.2711613,0.24469087
18758,immune_escape,0.27039322,0.24904841,0.2357294,0.27039322,0.24482895
18759,immune_escape,0.27141747,0.24901646,0.23483384,0.27141747,0.24473223
18760,immune_escape,0.27202928,0.24920359,0.23409367,0.27202928,0.24467352
18761,immune_escape,0.27144784,0.24919999,0.2346774,0.27144784,0.24467474
18762,immune_escape,0.27025333,0.2490779,0.23581958,0.27025333,0.2448492
18763,immune_escape,0.27007538,0.2491127,0.23593017,0.27007538,0.24488178
18764,immune_escape,0.27139005,0.24941333,0.23451667,0.27139005,0.24468002
18765,immune_escape,0.27143264,0.24901272,0.23482561,0.27143264,0.24472901
18766,immune_escape,0.27153066,0.24898922,0.23477198,0.27153066,0.24470818
18767,immune_escape,0.27147114,0.24921912,0.23463704,0.27147114,0.2446727
18768,immune_escape,0.27049556,0.24903017,0.23566161,0.27049556,0.24481267
18769,immune_escape,0.27145973,0.24931231,0.23455225,0.27145973,0.24467568
18770,immune_escape,0.27151743,0.24899234,0.23477922,0.27151743,0.24471097
18771,immune_escape,0.27140394,0.2493178,0.23459823,0.27140394,0.24467996
18772,immune_escape,0.27116007,0.24935421,0.2347961,0.27116007,0.24468967
18773,immune_escape,0.27146828,0.24931203,0.23454523,0.27146828,0.24467438
18774,immune_escape,0.27018464,0.24909042,0.23586309,0.27018464,0.24486183
18775,immune_escape,0.2702928,0.2490663,0.23579413,0.2702928,0.24484673
18776,immune_escape,0.27052754,0.24902181,0.23564124,0.27052754,0.2448095
18777,immune_escape,0.27195427,0.2491839,0.23418723,0.27195427,0.2446746
18778,immune_escape,0.27150172,0.2489961,0.23478788,0.27150172,0.24471436
18779,immune_escape,0.27142835,0.24901377,0.2348279,0.27142835,0.2447299
18780,immune_escape,0.27144757,0.24937768,0.23449796,0.27144757,0.24467683
18781,immune_escape,0.27027,0.24907643,0.23580833,0.27027,0.24484527
18782,immune_escape,0.2693477,0.2499237,0.23529334,0.2693477,0.24543522
18783,immune_escape,0.27123487,0.24927619,0.23480375,0.27123487,0.24468514
18784,immune_escape,0.27029383,0.24907129,0.23579308,0.27029383,0.24484181
18785,immune_escape,0.27200267,0.2491622,0.23416707,0.27200267,0.24466805
18786,immune_escape,0.2714772,0.24926054,0.23458847,0.2714772,0.24467383
18787,immune_escape,0.27026084,0.24907309,0.23581459,0.27026084,0.24485151
18788,immune_escape,0.2715596,0.2489824,0.23475607,0.2715596,0.244702
18789,immune_escape,0.27180842,0.2482546,0.2357233,0.27180842,0.24421367
18790,immune_escape,0.27123308,0.2493165,0.23476382,0.27123308,0.24468656
18791,immune_escape,0.27124405,0.24935795,0.23471263,0.27124405,0.24468535
18792,immune_escape,0.2720801,0.2491858,0.23406667,0.2720801,0.24466749
18793,immune_escape,0.27122015,0.24932884,0.2347638,0.27122015,0.24468718
18794,immune_escape,0.27181575,0.24906078,0.23445708,0.27181575,0.24466644
18795,immune_escape,0.27129018,0.24936822,0.23465867,0.27129018,0.24468291
18796,immune_escape,0.27139094,0.24902306,0.23484816,0.27139094,0.24473791
18797,immune_escape,0.27144468,0.24900977,0.23481905,0.27144468,0.24472643
18798,immune_escape,0.2703978,0.2490448,0.23572642,0.2703978,0.24483086
18799,immune_escape,0.2686172,0.24750218,0.23991446,0.2686172,0.2439661
18800,immune_escape,0.27040374,0.24904272,0.23572247,0.27040374,0.24483107
18801,immune_escape,0.2713532,0.249343,0.23462217,0.2713532,0.24468163
